,opis,dzielnica,no_rooms,cena,flat_area,price,link,data,lokator_dzielnica,ulica,lokator_ulica,geo_location,rodzaj,point,latitude,longitude,altitude
2404,Wysoki standard  po remoncie  I piętro  balkon,: Nowa Huta,3.0,419 000 ,53.0,7906.0,https://www.otodom.pl/oferta/wysoki-standard-po-remoncie-i-pietro-balkon-ID41crd.html#bbadfdf85c,2019-06-25 13:54:51.285176,"Krakow , : Nowa Huta",Wysoka,Kraków Wysoka,"Wysoka, Rakowice, Prądnik Czerwony, Kraków, województwo małopolskie, 31-460, Polska",ulica,"(50.0812116, 19.9778268, 0.0)",50.0812116,19.9778268,0.0
2406,2 pokoje z Garażem  zielona część Krakowa Gotowe,: Bieżanów-Prokocim,1.0,297 000 ,47.0,6319.0,https://www.otodom.pl/oferta/2-pokoje-z-garazem-zielona-czesc-krakowa-gotowe-ID41cr1.html#bbadfdf85c,2019-06-25 13:54:51.285176,"Krakow , : Bieżanów-Prokocim",Dzielna,Kraków Dzielna,"Dzielna, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-346, Polska",ulica,"(50.0985888, 19.8879762, 0.0)",50.0985888,19.8879762,0.0
2407,Sprzedam bezpoś. 2 pok. mieszkanie Ruczaj Kraków,: Dębniki,2.0,450 000 ,61.2,7353.0,https://www.otodom.pl/oferta/sprzedam-bezpos-2-pok-mieszkanie-ruczaj-krakow-ID40YtK.html#bbadfdf85c,2019-06-25 13:54:51.285677,"Krakow , : Dębniki",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
2408,Gotowa inwestycja na Prądniku Czerwonym,: Prądnik Czerwony,4.0,419 000 ,48.0,8729.0,https://www.otodom.pl/oferta/gotowa-inwestycja-na-pradniku-czerwonym-ID41cpJ.html#bbadfdf85c,2019-06-25 13:54:51.285677,"Krakow , : Prądnik Czerwony",Czerwona,Kraków Czerwona,"Czerwona, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-426, Polska",ulica,"(50.0849372, 19.9554073, 0.0)",50.0849372,19.9554073,0.0
2409,Salwator   Lelewela   50m2  2 pokoje,": Zwierzyniec, Salwator",2.0,445 000 ,50.0,8900.0,https://www.otodom.pl/oferta/salwator-lelewela-50m2-2-pokoje-ID41cn9.html#bbadfdf85c,2019-06-25 13:54:51.285677,"Krakow , : Zwierzyniec, Salwator",Salwatorska,Kraków Salwatorska,"Salwatorska, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, województwo małopolskie, 30-109, Polska",ulica,"(50.0559857, 19.9189418, 0.0)",50.0559857,19.9189418,0.0
2410,2 Pokojowe Z Balkonem W Nowym Budownictwie,": Dębniki, Kliny-Zacisze",2.0,320 000 ,46.37,6901.0,https://www.otodom.pl/oferta/2-pokojowe-z-balkonem-w-nowym-budownictwie-ID41bI9.html#bbadfdf85c,2019-06-25 13:54:51.285677,"Krakow , : Dębniki, Kliny-Zacisze",Nowy,Kraków Nowy,"Kraków, województwo małopolskie, Polska",ulica,"(50.0469432, 19.9971534358367, 0.0)",50.0469432,19.9971534358367,0.0
2411,3 pokoje   Tysiąclecia.,: Nowa Huta,3.0,395 000 ,56.7,6966.0,https://www.otodom.pl/oferta/3-pokoje-os-tysiaclecia-ID418UR.html#bbadfdf85c,2019-06-25 13:54:51.286179,"Krakow , : Nowa Huta",Tysiąclecia,Kraków Tysiąclecia,"Osiedle Tysiąclecia, Mistrzejowice, Kraków, województwo małopolskie, Polska",ulica,"(50.0917147, 20.0012344, 0.0)",50.0917147,20.0012344,0.0
2418,Mieszkanie idealne dla rodziny     Szkolne,: Nowa Huta,3.0,375 000 ,68.0,5515.0,https://www.otodom.pl/oferta/mieszkanie-idealne-dla-rodziny-os-szkolne-ID418Wd.html#f2805c6154,2019-06-25 13:54:52.207667,"Krakow , : Nowa Huta",Rodziny,Kraków Rodziny,"Kościół pw. Najświętszej Rodziny, 1, Aleksandry, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-837, Polska",ulica,"(50.0154821, 20.0185031494186, 0.0)",50.0154821,20.0185031494186,0.0
2423,Ruczaj 2 Pokojowe Mieszkanie Z Dużym Tarasem,": Dębniki, Ruczaj",2.0,409 000 ,49.2,8313.0,https://www.otodom.pl/oferta/ruczaj-2-pokojowe-mieszkanie-z-duzym-tarasem-ID3QzkY.html#f2805c6154,2019-06-25 13:54:52.208168,"Krakow , : Dębniki, Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
2426,Odbiór I kwartał 2020   Telimeny,: małopolskie,3.0,383 477 ,55.85,6866.0,https://www.otodom.pl/oferta/odbior-i-kwartal-2020-ul-telimeny-ID41ccc.html#f2805c6154,2019-06-25 13:54:52.208676,"Krakow , : małopolskie",Telimeny,Kraków Telimeny,"Telimeny, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-855, Polska",ulica,"(50.0204687, 20.0162832, 0.0)",50.0204687,20.0162832,0.0
2436,Mieszkanie 2 Pokojowe Sw owice Ul. Lasogórska,: Swoszowice,2.0,399 000 ,58.0,6879.0,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-swoszowice-ul-lasogorska-ID41c5F.html#f2805c6154,2019-06-25 13:54:52.209678,"Krakow , : Swoszowice",Lasogórska,Kraków Lasogórska,"Lasogórska, Łysa Góra, Swoszowice, Kraków, województwo małopolskie, 30-434, Polska",ulica,"(49.9919895, 19.9290698, 0.0)",49.9919895,19.9290698,0.0
2437,Mieszkanie 3 4 pokojowe Osiedle Strusia,: Bieńczyce,3.0,365 000 ,46.05,7926.0,https://www.otodom.pl/oferta/mieszkanie-3-4-pokojowe-osiedle-strusia-ID41c2H.html#f2805c6154,2019-06-25 13:54:52.209678,"Krakow , : Bieńczyce",Osiedle,Kraków Osiedle,"Osiedle, Łęg, Czyżyny, Kraków, województwo małopolskie, 31-587, Polska",ulica,"(50.0572333, 20.0151003, 0.0)",50.0572333,20.0151003,0.0
2438,2/3pok Wadowicka/ 4 piętro/ I kw. 2020/AKTUALNE,: Podgórze,2.0,400 000 ,45.0,8889.0,https://www.otodom.pl/oferta/2-3pok-wadowicka-4-pietro-i-kw-2020-aktualne-ID3M9tS.html#f2805c6154,2019-06-25 13:54:52.209678,"Krakow , : Podgórze",Wadowicka,Kraków Wadowicka,"Wadowicka, Mateczny, Podgórze, Kraków, województwo małopolskie, 30-524, Polska",ulica,"(50.0357294, 19.9403366, 0.0)",50.0357294,19.9403366,0.0
2449,Mieszkanie 5800/m2   2pok   56m2   Felińskiego,: Prądnik Biały,2.0,336 000 ,56.12,5987.0,https://www.otodom.pl/oferta/mieszkanie-5800zl-m2-2pok-56m2-felinskiego-ID40Kyj.html#ff58f871c1,2019-06-25 13:54:53.203301,"Krakow , : Prądnik Biały",Felińskiego,Kraków Felińskiego,"Arcybiskupa Zygmunta Szczęsnego Felińskiego, Osiedle Gotyk, Prądnik Biały, Kraków, województwo małopolskie, 31-236, Polska",ulica,"(50.1003474, 19.9684566, 0.0)",50.1003474,19.9684566,0.0
2451,Pferta promocyjna! Cechowa nowy etap!,": Podgórze Duchackie, Kurdwanów",3.0,437 805 ,62.1,7050.0,https://www.otodom.pl/oferta/pferta-promocyjna-cechowa-nowy-etap-ID3VFCv.html#ff58f871c1,2019-06-25 13:54:53.203301,"Krakow , : Podgórze Duchackie, Kurdwanów",Cechowa,Kraków Cechowa,"Cechowa, Piaski Wielkie, Podgórze Duchackie, Kraków, województwo małopolskie, 30-686, Polska",ulica,"(50.0061829, 19.981102, 0.0)",50.0061829,19.981102,0.0
2454,Nowa inwestycja   Mistrzejowice,: Mistrzejowice,2.0,341 700 ,50.25,6800.0,https://www.otodom.pl/oferta/nowa-inwestycja-mistrzejowice-ID41bSF.html#ff58f871c1,2019-06-25 13:54:53.203802,"Krakow , : Mistrzejowice",Mistrzejowicka,Kraków Mistrzejowicka,"Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-651, Polska",ulica,"(50.0969093, 20.0259479, 0.0)",50.0969093,20.0259479,0.0
2458,Nefrytowa 3 pokoje   balkon Pilnie,: Podgórze,3.0,345 000 ,58.0,5948.0,https://www.otodom.pl/oferta/nefrytowa-3-pokoje-balkon-pilnie-ID40SAL.html#ff58f871c1,2019-06-25 13:54:53.204303,"Krakow , : Podgórze",Nefrytowa,Kraków Nefrytowa,"Nefrytowa, Złocień, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-798, Polska",ulica,"(50.0206928, 20.0476759, 0.0)",50.0206928,20.0476759,0.0
2461,2 pokojowe w Nowej Hucie,: Nowa Huta,3.0,359 000 ,57.0,6298.0,https://www.otodom.pl/oferta/2-pokojowe-w-nowej-hucie-ID3XBuY.html#ff58f871c1,2019-06-25 13:54:53.204303,"Krakow , : Nowa Huta",Nowe,Kraków Nowe,"Kraków, województwo małopolskie, Polska",ulica,"(50.0469432, 19.9971534358367, 0.0)",50.0469432,19.9971534358367,0.0
2463,Nowa inwestycja w Nowej Hucie  przedsprzedaż,: małopolskie,2.0,366 090 ,46.92,7802.0,https://www.otodom.pl/oferta/nowa-inwestycja-w-nowej-hucie-przedsprzedaz-ID41bLC.html#ff58f871c1,2019-06-25 13:54:53.204805,"Krakow , : małopolskie",Nowe,Kraków Nowe,"Kraków, województwo małopolskie, Polska",ulica,"(50.0469432, 19.9971534358367, 0.0)",50.0469432,19.9971534358367,0.0
0,w sąsiedztwie Rynku Głównego / 2 miejsca p ojowe,: Stare Miasto,4.0,777 000 ,87.2,8911.0,https://www.otodom.pl/oferta/w-sasiedztwie-rynku-glownego-2-miejsca-postojowe-ID3WKZS.html#89e33f6554,2019-03-07 15:26:00.407141,"Krakow , : Stare Miasto",,,"Stare Miasto, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0590398, 19.937168297929, 0.0)",50.0590398,19.937168297929,0.0
2,Mieszkanie  57   Kraków,: Ruczaj,3.0,430 000 ,57.0,7544.0,https://www.otodom.pl/oferta/mieszkanie-57-m-krakow-ID3WVQo.html#89e33f6554,2019-03-07 15:26:00.407141,"Krakow , : Ruczaj",,,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska", dzielnica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
3,Mieszkanie  48   Kraków,: Bronowice,2.0,399 500 ,48.0,8323.0,https://www.otodom.pl/oferta/mieszkanie-48-m-krakow-ID3WVQs.html#89e33f6554,2019-03-07 15:26:00.407141,"Krakow , : Bronowice",,,"Bronowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0833247, 19.8697836480149, 0.0)",50.0833247,19.8697836480149,0.0
4,Mieszkanie  52   Kraków,: Krowodrza,3.0,388 000 ,52.0,7462.0,https://www.otodom.pl/oferta/mieszkanie-52-m-krakow-ID3WYTm.html#89e33f6554,2019-03-07 15:26:00.407141,"Krakow , : Krowodrza",,,"Krowodrza, Kraków, województwo małopolskie, Polska", dzielnica,"(50.07087985, 19.9165631181448, 0.0)",50.07087985,19.9165631181448,0.0
5,Kawalerka Kraków Podgórze,: Podgórze,1.0,180 000 ,17.6,10227.0,https://www.otodom.pl/oferta/kawalerka-krakow-podgorze-ID3WXBV.html#89e33f6554,2019-03-07 15:26:00.408144,"Krakow , : Podgórze",,,"Podgórze, Kraków, województwo małopolskie, Polska", dzielnica,"(50.042609, 20.0116973698772, 0.0)",50.042609,20.0116973698772,0.0
6,2/3 pokoje WADOWICKA Aktualne,: Podgórze,3.0,399 000 ,45.0,8867.0,https://www.otodom.pl/oferta/2-3-pokoje-wadowicka-aktualne-ID3WWhi.html#89e33f6554,2019-03-07 15:26:00.408144,"Krakow , : Podgórze",,,"Podgórze, Kraków, województwo małopolskie, Polska", dzielnica,"(50.042609, 20.0116973698772, 0.0)",50.042609,20.0116973698772,0.0
8,4pok.w pobliżu terenów zielonych Prywatny Ogród!,: Czyżyny,4.0,446 300 ,75.0,5951.0,https://www.otodom.pl/oferta/4pok-w-poblizu-terenow-zielonych-prywatny-ogrod-ID3WZNy.html#89e33f6554,2019-03-07 15:26:00.408144,"Krakow , : Czyżyny",,,"Czyżyny, Kraków, województwo małopolskie, Polska", dzielnica,"(50.06652355, 20.0088412914733, 0.0)",50.06652355,20.0088412914733,0.0
9,3pok.z dwoma balkonami w zielonej okolicy Czyżyny!,: Czyżyny,3.0,378 752 ,59.18,6400.0,https://www.otodom.pl/oferta/3pok-z-dwoma-balkonami-w-zielonej-okolicy-czyzyny-ID3WZNq.html#89e33f6554,2019-03-07 15:26:00.408144,"Krakow , : Czyżyny",,,"Czyżyny, Kraków, województwo małopolskie, Polska", dzielnica,"(50.06652355, 20.0088412914733, 0.0)",50.06652355,20.0088412914733,0.0
10,3pok.najbardziej pożądany układ  Łąki Nowohuckie!,: Czyżyny,3.0,352 950 ,54.3,6500.0,https://www.otodom.pl/oferta/3pok-najbardziej-pozadany-uklad-laki-nowohuckie-ID3WZNm.html#89e33f6554,2019-03-07 15:26:00.408144,"Krakow , : Czyżyny",,,"Czyżyny, Kraków, województwo małopolskie, Polska", dzielnica,"(50.06652355, 20.0088412914733, 0.0)",50.06652355,20.0088412914733,0.0
11,5pok.duży salon+dwa balkony  atnie w tym metrażu,: Czyżyny,5.0,515 680 ,88.0,5860.0,https://www.otodom.pl/oferta/5pok-duzy-salon-dwa-balkony-ostatnie-w-tym-metrazu-ID3WZNe.html#89e33f6554,2019-03-07 15:26:00.408144,"Krakow , : Czyżyny",,,"Czyżyny, Kraków, województwo małopolskie, Polska", dzielnica,"(50.06652355, 20.0088412914733, 0.0)",50.06652355,20.0088412914733,0.0
14,Okazja!,: Krowodrza,1.0,140 400 ,19.23,7301.0,https://www.otodom.pl/oferta/okazja-ID3WZC8.html#89e33f6554,2019-03-07 15:26:00.409147,"Krakow , : Krowodrza",,,"Krowodrza, Kraków, województwo małopolskie, Polska", dzielnica,"(50.07087985, 19.9165631181448, 0.0)",50.07087985,19.9165631181448,0.0
15,Okazja Inwestycyjna!,: Krowodrza,1.0,181 000 ,27.6,6558.0,https://www.otodom.pl/oferta/okazja-inwestycyjna-ID3WZC0.html#89e33f6554,2019-03-07 15:26:00.409147,"Krakow , : Krowodrza",,,"Krowodrza, Kraków, województwo małopolskie, Polska", dzielnica,"(50.07087985, 19.9165631181448, 0.0)",50.07087985,19.9165631181448,0.0
16,Mieszkanie  38 80   Kraków,: Krowodrza,2.0,342 000 ,38.8,8814.0,https://www.otodom.pl/oferta/mieszkanie-38-80-m-krakow-ID3WZC4.html#89e33f6554,2019-03-07 15:26:00.409147,"Krakow , : Krowodrza",,,"Krowodrza, Kraków, województwo małopolskie, Polska", dzielnica,"(50.07087985, 19.9165631181448, 0.0)",50.07087985,19.9165631181448,0.0
17,Mieszkanie Inwestycyjne   Grzegórzki  bez prowizji,: małopolskie,2.0,399 999 ,47.0,8511.0,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-grzegorzki-bez-prowizji-ID3WZBG.html#89e33f6554,2019-03-07 15:26:00.409147,"Krakow , : małopolskie",,,"Kraków, województwo małopolskie, Polska", dzielnica,"(50.0469432, 19.9971534358367, 0.0)",50.0469432,19.9971534358367,0.0
18,Penthouse Angel City 6 piętro na Starym Mieście,: Stare Miasto,2.0,871 900 ,59.0,14778.0,https://www.otodom.pl/oferta/penthouse-angel-city-6-pietro-na-starym-miescie-ID3WZBu.html#89e33f6554,2019-03-07 15:26:00.409147,"Krakow , : Stare Miasto",,,"Stare Miasto, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0590398, 19.937168297929, 0.0)",50.0590398,19.937168297929,0.0
19,Przestronny apartament w Angel City w centrum!,: Stare Miasto,2.0,839 000 ,64.0,13109.0,https://www.otodom.pl/oferta/przestronny-apartament-w-angel-city-w-centrum-ID3WZBq.html#89e33f6554,2019-03-07 15:26:00.409147,"Krakow , : Stare Miasto",,,"Stare Miasto, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0590398, 19.937168297929, 0.0)",50.0590398,19.937168297929,0.0
20,Mieszkanie 3 pokojowe W Super Miejscu,: Podgórze,3.0,575 000 ,65.41,8791.0,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-w-super-miejscu-ID3WZA0.html#89e33f6554,2019-03-07 15:26:00.410149,"Krakow , : Podgórze",,,"Podgórze, Kraków, województwo małopolskie, Polska", dzielnica,"(50.042609, 20.0116973698772, 0.0)",50.042609,20.0116973698772,0.0
21,Olsza II   kawalerka z miejscem p ojowym,: Olsza,1.0,203 899 ,22.91,8900.0,https://www.otodom.pl/oferta/olsza-ii-kawalerka-z-miejscem-postojowym-ID3WZqU.html#89e33f6554,2019-03-07 15:26:00.410149,"Krakow , : Olsza",,,"Olsza, Grzegórzki, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0762114, 19.9650448561465, 0.0)",50.0762114,19.9650448561465,0.0
22,Mieszkanie 30 m2 1pokój Winda Nowa huta,: Nowa Huta,1.0,229 000 ,30.0,7633.0,https://www.otodom.pl/oferta/mieszkanie-30-m2-1pokoj-winda-nowa-huta-ID3WZoY.html#89e33f6554,2019-03-07 15:26:00.410149,"Krakow , : Nowa Huta",,,"Nowa Huta, Kraków, województwo małopolskie, Polska", dzielnica,"(50.08061865, 20.1293321980052, 0.0)",50.08061865,20.1293321980052,0.0
24,Mieszkanie  56   Kraków,: Kliny-Zacisze,3.0,398 000 ,56.0,7107.0,https://www.otodom.pl/oferta/mieszkanie-56-m-krakow-ID3WZo0.html#89e33f6554,2019-03-07 15:26:00.410149,"Krakow , : Kliny-Zacisze",,,"Kliny Zacisze, Swoszowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0009881, 19.8961867, 0.0)",50.0009881,19.8961867,0.0
25,2 oddzielne pokoje ok 49m2 Dębniki kliny,: Kliny-Zacisze,2.0,324 000 ,49.0,6612.0,https://www.otodom.pl/oferta/2-oddzielne-pokoje-ok-49m2-debniki-kliny-ID3WZfK.html#89e33f6554,2019-03-07 15:26:00.410149,"Krakow , : Kliny-Zacisze",,,"Kliny Zacisze, Swoszowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0009881, 19.8961867, 0.0)",50.0009881,19.8961867,0.0
33,Bezpośrednio   2 pokoje Nowa Huta 37m2,: Nowa Huta,2.0,234 000 ,37.0,6324.0,https://www.otodom.pl/oferta/bezposrednio-2-pokoje-nowa-huta-37m2-ID3WYov.html#3f7ebb237a,2019-03-07 15:26:01.294507,"Krakow , : Nowa Huta",,,"Nowa Huta, Kraków, województwo małopolskie, Polska", dzielnica,"(50.08061865, 20.1293321980052, 0.0)",50.08061865,20.1293321980052,0.0
38,3 pokoje 59m2 nowe budownictwo Śródmieście,: Śródmieście,3.0,499 000 ,59.7,8358.0,https://www.otodom.pl/oferta/3-pokoje-59m2-nowe-budownictwo-srodmiescie-ID3WZ2U.html#3f7ebb237a,2019-03-07 15:26:01.295509,"Krakow , : Śródmieście",,,"Śródmieście, Prądnik Czerwony, Kraków, województwo małopolskie, Polska", dzielnica,"(50.09244545, 19.9814571329086, 0.0)",50.09244545,19.9814571329086,0.0
39,3 pokoje 60m2 nowe budownictwo Śródmieście,: Śródmieście,3.0,515 000 ,60.61,8497.0,https://www.otodom.pl/oferta/3-pokoje-60m2-nowe-budownictwo-srodmiescie-ID3WZ2Q.html#3f7ebb237a,2019-03-07 15:26:01.295509,"Krakow , : Śródmieście",,,"Śródmieście, Prądnik Czerwony, Kraków, województwo małopolskie, Polska", dzielnica,"(50.09244545, 19.9814571329086, 0.0)",50.09244545,19.9814571329086,0.0
40,2 pokoje inwestycyjnie Centrum,: Śródmieście,2.0,399 000 ,40.04,9965.0,https://www.otodom.pl/oferta/2-pokoje-inwestycyjnie-centrum-ID3WZ2M.html#3f7ebb237a,2019-03-07 15:26:01.295509,"Krakow , : Śródmieście",,,"Śródmieście, Prądnik Czerwony, Kraków, województwo małopolskie, Polska", dzielnica,"(50.09244545, 19.9814571329086, 0.0)",50.09244545,19.9814571329086,0.0
41,2 pokoje inwestycyjnie Centrum,: Śródmieście,2.0,349 000 ,34.93,9991.0,https://www.otodom.pl/oferta/2-pokoje-inwestycyjnie-centrum-ID3WZ2I.html#3f7ebb237a,2019-03-07 15:26:01.295509,"Krakow , : Śródmieście",,,"Śródmieście, Prądnik Czerwony, Kraków, województwo małopolskie, Polska", dzielnica,"(50.09244545, 19.9814571329086, 0.0)",50.09244545,19.9814571329086,0.0
42,2 pokoje inwestycyjnie Centrum,: Śródmieście,2.0,349 000 ,33.4,10449.0,https://www.otodom.pl/oferta/2-pokoje-inwestycyjnie-centrum-ID3WZ2E.html#3f7ebb237a,2019-03-07 15:26:01.295509,"Krakow , : Śródmieście",,,"Śródmieście, Prądnik Czerwony, Kraków, województwo małopolskie, Polska", dzielnica,"(50.09244545, 19.9814571329086, 0.0)",50.09244545,19.9814571329086,0.0
43,2/3 pokoje w nowym budownictwie   Kliny,: Kliny-Zacisze,3.0,379 000 ,62.8,6035.0,https://www.otodom.pl/oferta/2-3-pokoje-w-nowym-budownictwie-kliny-ID3WZ2v.html#3f7ebb237a,2019-03-07 15:26:01.295509,"Krakow , : Kliny-Zacisze",,,"Kliny Zacisze, Swoszowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0009881, 19.8961867, 0.0)",50.0009881,19.8961867,0.0
44,Mieszkanie  47   Kraków,: Prądnik Czerwony,3.0,320 500 ,47.0,6819.0,https://www.otodom.pl/oferta/mieszkanie-47-m-krakow-ID3WYX6.html#3f7ebb237a,2019-03-07 15:26:01.295509,"Krakow , : Prądnik Czerwony",,,"Prądnik Czerwony, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0859345, 19.9665974032864, 0.0)",50.0859345,19.9665974032864,0.0
46,Gotowe mieszkanie w nowym bloku!,: Nowa Huta,1.0,215 000 ,29.19,7366.0,https://www.otodom.pl/oferta/gotowe-mieszkanie-w-nowym-bloku-ID3WYS0.html#3f7ebb237a,2019-03-07 15:26:01.295509,"Krakow , : Nowa Huta",,,"Nowa Huta, Kraków, województwo małopolskie, Polska", dzielnica,"(50.08061865, 20.1293321980052, 0.0)",50.08061865,20.1293321980052,0.0
49,Mieszkanie 3 pok. na sprzedaż   65m2   Kurdwanów,: Kurdwanów,3.0,449 000 ,65.0,6908.0,https://www.otodom.pl/oferta/mieszkanie-3-pok-na-sprzedaz-65m2-kurdwanow-ID3WYCI.html#3f7ebb237a,2019-03-07 15:26:01.296512,"Krakow , : Kurdwanów",,,"Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0082445, 19.9550913, 0.0)",50.0082445,19.9550913,0.0
50,dwupoziomowy szeregowiec Prądnik Biały,: Prądnik Biały,4.0,670 000 ,72.0,9306.0,https://www.otodom.pl/oferta/dwupoziomowy-szeregowiec-pradnik-bialy-ID3WYxa.html#3f7ebb237a,2019-03-07 15:26:01.296512,"Krakow , : Prądnik Biały",,,"Prądnik Biały, Kraków, województwo małopolskie, Polska", dzielnica,"(50.1035684, 19.9536031063012, 0.0)",50.1035684,19.9536031063012,0.0
51,Mieszkanie na Krowodrzy 2 pokoje 38m2 inwestycja,: Krowodrza Górka,2.0,259 000 ,38.0,6816.0,https://www.otodom.pl/oferta/mieszkanie-na-krowodrzy-2-pokoje-38m2-inwestycja-ID3WYxm.html#3f7ebb237a,2019-03-07 15:26:01.296512,"Krakow , : Krowodrza Górka",,,"Krowodrza Górka, Krowodrza, Prądnik Biały, Kraków, województwo małopolskie, Polska", dzielnica,"(50.08825125, 19.93153295, 0.0)",50.08825125,19.93153295,0.0
52,dwupoziomowy apartament stare Miasto  garaż,: Centrum,4.0,939 000 ,86.0,10919.0,https://www.otodom.pl/oferta/dwupoziomowy-apartament-stare-miasto-garaz-ID3WYx6.html#3f7ebb237a,2019-03-07 15:26:01.296512,"Krakow , : Centrum",,,"Krakow, Föreningsgatan, Landala, Centrum, Göteborg, Göteborgs Stad, Västra Götalands län, Götaland, 41127, Sverige", dzielnica,"(57.6954528, 11.968668, 0.0)",57.6954528,11.968668,0.0
53,Nowoczesne mieszkanie 29m2,: Kazimierz,1.0,408 000 ,29.0,14069.0,https://www.otodom.pl/oferta/nowoczesne-mieszkanie-29m2-ID3WYx2.html#3f7ebb237a,2019-03-07 15:26:01.296512,"Krakow , : Kazimierz",,,"Kazimierz, Stare Miasto, Kraków, województwo małopolskie, Polska", dzielnica,"(50.051855, 19.9449466, 0.0)",50.051855,19.9449466,0.0
55,4 pok Grota Roweckiego,: Ruczaj,4.0,642 000 ,76.88,8351.0,https://www.otodom.pl/oferta/4-pok-grota-roweckiego-ID3WYvU.html#3f7ebb237a,2019-03-07 15:26:01.296512,"Krakow , : Ruczaj",,,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska", dzielnica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
58,2 pok. gotowe do zamieszkania! Bieńczyce Okazja,: Bieńczyce,2.0,265 000 ,37.0,7162.0,https://www.otodom.pl/oferta/2-pok-gotowe-do-zamieszkania-bienczyce-okazja-ID3WYrC.html#3f7ebb237a,2019-03-07 15:26:01.296512,"Krakow , : Bieńczyce",,,"Bieńczyce, Kraków, województwo małopolskie, Polska", dzielnica,"(50.08605125, 20.0292262621856, 0.0)",50.08605125,20.0292262621856,0.0
66,Piękne Mieszkanie Niedawno Wyremontowane Pod Najem,: Nowa Huta,2.0,266 000 ,37.0,7189.0,https://www.otodom.pl/oferta/piekne-mieszkanie-niedawno-wyremontowane-pod-najem-ID3WVk4.html#85fbb29208,2019-03-07 15:26:02.253062,"Krakow , : Nowa Huta",,,"Nowa Huta, Kraków, województwo małopolskie, Polska", dzielnica,"(50.08061865, 20.1293321980052, 0.0)",50.08061865,20.1293321980052,0.0
